"";"Group_#";"Member#";"DPI";"Centered";"Smoothing";"Gaussian_Sigma";"Data_Loading_Time [s]";"PCA";"Normalized";"split";"k";"accuracy";"k_time [s]"
"1";"4";"all";"300";"FALSE";"none";"0";"213.689";"TRUE (t= 61.502 s";"TRUE (t= 3.70999999999998 s";"0.8  (Person dependent)";"10";"52.4583333333333";"32.0770000000002"
