"";"x"
"296";0,0281958751705778
"297";0,027971410365484
"298";0,0278492431284422
"299";0,0277440529476585
"300";0,0275833164338891
"301";0,0274491376711566
"302";0,0273331178052823
"303";0,0271790280375362
"304";0,027135193483834
"305";0,026752956385021
"306";0,0266860698156525
"307";0,0266518409545607
"308";0,0264240608654767
"309";0,0263069977832898
"310";0,0262526776015823
"311";0,0260931605569507
"312";0,0259027274541037
"313";0,0258232741411546
"314";0,0256585056508427
"315";0,0255538747331197
"316";0,0254171403442214
"317";0,0252259147050131
"318";0,0251361286246208
"319";0,0247838163051515
"320";0,0246254898621539
"321";0,0245524497745975
"322";0,0244429266848696
"323";0,024380301501213
"324";0,0243071209685603
"325";0,0242592284400571
"326";0,0241403776886354
"327";0,0240184803265046
"328";0,0239606073319581
"329";0,0238361616204269
"330";0,0236295533545867
"331";0,0235156630906791
"332";0,0233977019687943
"333";0,0232896289623636
"334";0,0232073395441599
"335";0,0231077305503926
"336";0,0229766345984688
"337";0,0229237277745585
"338";0,0227705823581055
"339";0,0227549880927994
"340";0,0225204677292787
"341";0,0225078928057515
"342";0,0222671277239929
"343";0,0222051092984256
"344";0,0220438774844339
"345";0,0219726791982639
"346";0,0219174943191783
"347";0,0218091380315197
"348";0,0216719422454564
"349";0,0215704760427781
"350";0,0215006984442259
"351";0,0214546402997373
"352";0,0214006607342485
"353";0,0212454673176477
"354";0,0211263345902934
"355";0,0209800952436993
"356";0,0208120370681383
"357";0,0207084043736616
"358";0,0206571922765233
"359";0,0206197525664661
"360";0,0205270032689116
"361";0,0204523673559247
"362";0,0203770552016012
"363";0,0202745443270615
"364";0,0201353608927796
"365";0,020097653495505
"366";0,0199900830873859
"367";0,0198023879337094
"368";0,0197620572913426
"369";0,0196902766135123
"370";0,0195650306579727
"371";0,019507202707535
"372";0,0194290755910214
"373";0,0193586329566549
"374";0,0193180711284999
"375";0,0190988550918767
"376";0,0189949519186528
"377";0,0189826365935094
"378";0,0188912860062723
"379";0,0187146815787935
"380";0,0186686635957312
"381";0,0186341360273013
"382";0,0185365106025205
"383";0,018479075519696
"384";0,0183347518568915
"385";0,0182618746369377
"386";0,0182375819495192
"387";0,0181091901877502
"388";0,0180857020059046
"389";0,0180385930662368
"390";0,017892145012334
"391";0,0178488436626757
"392";0,0177354763210813
"393";0,0176536215230404
"394";0,0175856294729859
"395";0,0174386928728245
"396";0,0174027436009638
"397";0,0173232972081558
"398";0,0172681498007161
"399";0,0171850854774164
"400";0,017142869347804
"401";0,0170293060999523
"402";0,0169939206869489
"403";0,0169027810828005
"404";0,0168637415768016
"405";0,0167917227534844
"406";0,0166675599236742
"407";0,0166006460168946
"408";0,016582501819309
"409";0,0165105009223642
"410";0,0164466172374027
"411";0,01635086172904
"412";0,0163155582263441
"413";0,0162575518408947
"414";0,0162337206532736
"415";0,0161835932905006
"416";0,0160470922277646
"417";0,0160195669142428
"418";0,0159441637766681
"419";0,0159008759667478
"420";0,015899081844476
"421";0,0158278324561657
"422";0,0157028534257947
"423";0,0156244518356348
"424";0,0155395743179342
"425";0,0154918147901601
"426";0,0154701457896557
"427";0,0154139171000893
"428";0,0153839316782803
"429";0,0153162760545331
"430";0,0152407043225072
"431";0,0151658854271021
"432";0,0151510801106699
"433";0,0150452732422573
"434";0,0150125874371529
"435";0,014976578001259
"436";0,0148464029146198
"437";0,0148063552897729
"438";0,0147263710753658
"439";0,0147043552442471
"440";0,0146808779738812
"441";0,0145458077410431
"442";0,0145148194112844
"443";0,0144478209616258
"444";0,0143687337925732
"445";0,0143479219697172
"446";0,0143101128532869
"447";0,0141393408946609
"448";0,0141112661769637
"449";0,0140649855647133
"450";0,0140085966984339
"451";0,0139417044242759
"452";0,0139170002846662
"453";0,0138938024147625
"454";0,013817794684021
"455";0,0137482355025619
"456";0,0137302617202977
"457";0,0137022948727209
"458";0,0135799754183668
"459";0,0135379110829844
"460";0,0135119750694129
"461";0,0133972700812307
"462";0,0133516602875359
"463";0,0133327058233966
"464";0,0132757035233963
"465";0,013221137152704
"466";0,0131520051959352
"467";0,0131511183368306
"468";0,0131179293898001
"469";0,0131125270772189
"470";0,013054416602241
"471";0,0129929273605986
"472";0,0129336773730071
"473";0,0129004168373579
"474";0,012878308418234
"475";0,0128353198184147
"476";0,0128147330597159
"477";0,0127536716677714
"478";0,0126785194949795
"479";0,012593339088503
"480";0,0125732730899274
"481";0,0125297825544132
"482";0,0125161289767125
"483";0,0124447081489955
"484";0,0123570888093416
"485";0,0123285515674956
"486";0,0123175018044797
"487";0,0122513644467812
"488";0,012216930932119
"489";0,0121741454014873
"490";0,0121615577147075
"491";0,0120992603958592
"492";0,0120302714182454
"493";0,0120010218456223
"494";0,0119643214581322
"495";0,0118908377138544
"496";0,0118527972824383
"497";0,0118124520953155
"498";0,0117987493674363
"499";0,0117586160655193
"500";0,0117241816836992
"501";0,0117210449000092
"502";0,0116741532601694
"503";0,0116195553233618
"504";0,0115952308035249
"505";0,0115672725859285
"506";0,0115480826085495
"507";0,0115354317055712
"508";0,011413710838519
"509";0,0113786213985825
"510";0,0113410728199623
"511";0,0113176116688302
"512";0,0112729055859932
"513";0,01124651630133
"514";0,0112122167230269
"515";0,0111899107518725
"516";0,0111117652943426
"517";0,0111036579090312
"518";0,0110684660472595
"519";0,0110094768047898
"520";0,0109781761931118
"521";0,0109541468927918
"522";0,010937747007257
"523";0,0108399687941408
"524";0,0108120343424885
"525";0,0107720053569375
"526";0,0107626893187624
"527";0,0107191491557485
"528";0,0106654157537751
"529";0,0106541268378161
"530";0,0105923618999907
"531";0,0105533329769039
"532";0,0105289683227775
"533";0,0104842215611006
"534";0,0104765690082774
"535";0,0104329344188668
"536";0,0103626896949616
"537";0,0103252727256894
"538";0,0102790121153381
"539";0,0102652514667601
"540";0,0102155283342099
"541";0,0102021634112465
"542";0,0101877615226179
"543";0,0101541596370579
"544";0,0101070204052834
"545";0,0100721444332654
"546";0,0100346205340362
"547";0,00998253313667568
"548";0,00997815527488826
"549";0,00993514051711544
"550";0,0099109285268048
"551";0,00988771141845273
"552";0,00983534011568474
"553";0,00980579359738603
"554";0,00978295150723942
"555";0,00977438226200947
"556";0,00974658916011936
"557";0,00968836488896006
"558";0,00964142141341553
"559";0,00962208157856993
"560";0,00956767610065116
"561";0,00955612151315606
"562";0,00950973878184896
"563";0,00948827936870059
"564";0,00945687282372417
"565";0,00941490484220045
"566";0,00937777319136441
"567";0,00936809431172058
"568";0,00933983014251789
"569";0,00931126974261549
"570";0,00929671215140586
"571";0,00925244019114944
"572";0,00923011770990571
"573";0,00919293014852941
"574";0,00914814278820412
"575";0,00911869158374883
"576";0,00910072850918352
"577";0,00908100409607334
"578";0,00906141123822139
"579";0,00904107312083343
"580";0,00900346967492311
"581";0,00896761999380481
"582";0,00894462856779195
"583";0,00892482341134501
"584";0,00889724971011394
"585";0,00889687680495904
"586";0,00882851804358309
"587";0,00879275539652618
"588";0,00876813911625033
"589";0,00873788622957252
"590";0,00872082793208196
"591";0,00868287210264808
"592";0,00864295901418092
"593";0,00863007935830379
"594";0,00861604681675376
"595";0,00856177855946666
"596";0,00852849646370009
"597";0,00851492317255842
"598";0,00850544112685802
"599";0,00848626504915053
"600";0,00843925205332939
"601";0,00840789499762985
"602";0,00839653138940794
"603";0,00838137547143966
"604";0,00834580775655568
"605";0,00832039068246891
"606";0,0083174335172373
"607";0,00829996035109187
"608";0,00826125380008989
"609";0,0082302376147363
"610";0,00822189728309245
"611";0,00819919234479594
"612";0,00816733755424967
"613";0,00815065193256858
"614";0,00811878856554981
"615";0,00806982464181171
"616";0,00804788726180283
"617";0,0080225063390184
"618";0,00798915073510539
"619";0,00797585021968516
"620";0,00795469617179438
"621";0,00794454934137716
"622";0,00790758394973831
"623";0,00790207744440134
"624";0,0078901823552444
"625";0,00784601390062135
"626";0,00780946984130048
"627";0,0077895305941087
"628";0,00777973511317686
"629";0,00776927971479695
"630";0,00772079607898024
"631";0,00768700052071636
"632";0,00766924496746728
"633";0,00764476851851703
"634";0,00760901795628853
"635";0,00758765083605688
"636";0,00757966126021035
"637";0,00754579190811127
"638";0,00753204063425614
"639";0,00750999248666223
"640";0,00749178263389788
"641";0,00748791741063088
"642";0,0074537589689981
"643";0,00743526275285088
"644";0,00741493307873516
"645";0,00738668554364143
"646";0,00737269516716527
"647";0,0073602894625478
"648";0,00734093452142336
"649";0,00731789193534198
"650";0,0072959556062591
"651";0,00727858587858513
"652";0,00722999738945992
"653";0,00720323135059697
"654";0,0071948084901412
"655";0,0071770572552094
"656";0,00715483006544494
"657";0,00714502439833621
"658";0,00712394389983335
"659";0,00709873092304069
"660";0,00708110351067066
"661";0,00706200505493631
"662";0,00703573874084565
"663";0,0070245771720626
"664";0,00700562776676747
"665";0,00698002356377025
"666";0,00695226104064162
"667";0,00692827246236312
"668";0,00689011714949194
"669";0,00688215969665392
"670";0,0068758650593058
"671";0,0068660074689342
"672";0,0068595495745897
"673";0,00683393942803893
"674";0,00681381003608617
"675";0,00681060528496424
"676";0,00676773564240914
"677";0,00673630645970821
"678";0,00671823072825358
"679";0,00671387218479806
"680";0,00667439951065341
"681";0,00666703624715387
"682";0,0066541932776865
"683";0,00661892204741041
"684";0,00661356374026234
"685";0,00658742642939067
"686";0,00656817892101447
"687";0,00656328595344043
"688";0,00653823123262173
"689";0,00651776502144895
"690";0,00649234447177826
"691";0,00647326399531089
"692";0,00646539621770215
"693";0,00643589008979263
"694";0,00642531884675389
"695";0,00642140121945965
"696";0,00641282032521708
"697";0,00638012005091293
"698";0,00636966261133456
"699";0,00635473268739775
"700";0,00632741265000661
"701";0,00630396229358358
"702";0,00627886070018053
"703";0,00627202184420783
"704";0,0062587538336344
"705";0,00622786604356919
"706";0,00622489460017099
"707";0,00617518635018294
"708";0,0061669355482138
"709";0,00615900964612707
"710";0,00615112238517283
"711";0,0061418322841109
"712";0,00611368091182579
"713";0,00610142321487615
"714";0,00608557326353148
"715";0,00606981454521348
"716";0,00605081376244151
"717";0,00603302974408127
"718";0,00602721559175531
"719";0,00599034790101671
"720";0,00596751974082859
"721";0,00596553915654128
"722";0,00593416644569213
"723";0,00592541769778127
"724";0,00588058518358059
"725";0,00587950519885149
"726";0,0058750678613803
"727";0,00585119818746882
"728";0,00584230790246099
"729";0,00582989645558833
"730";0,00581682731801272
"731";0,00580829766645748
"732";0,00579887658822156
"733";0,00578465814321799
"734";0,00576535449326603
"735";0,00574324215167071
"736";0,00572741776114874
"737";0,00571837819367005
"738";0,00571012414202069
"739";0,0056922966671085
"740";0,00568922824964319
"741";0,00566280256136435
"742";0,00564466220874385
"743";0,00562729873334469
"744";0,00560248039914197
"745";0,00559415438417594
"746";0,00557945766065208
"747";0,00556962781248026
"748";0,00554617626240595
"749";0,00553528718003865
"750";0,0055075476627031
"751";0,00550040595927167
"752";0,00547260635832226
"753";0,00546566101128628
"754";0,00545704313108641
"755";0,00544257794718877
"756";0,00543799859323282
"757";0,0054121135984703
"758";0,00539294688962621
"759";0,00538477150071743
"760";0,00536571818923764
"761";0,00535568579221055
"762";0,00533711934796062
"763";0,00532513218458435
"764";0,00531253297929959
"765";0,00530143788159134
"766";0,0052868542122349
"767";0,00527599216517605
"768";0,00525522853305951
"769";0,00522617992921761
"770";0,00521418544721505
"771";0,0051931690966132
"772";0,00518832862952978
"773";0,00517567821410297
"774";0,00517207625027122
"775";0,00515837949799265
"776";0,00515233821157972
"777";0,00513770275943723
"778";0,00512693971458656
"779";0,0051098082982941
"780";0,00509181954609282
"781";0,00508006380986195
"782";0,00506870435308469
"783";0,00505199759344132
"784";0,00503070497463044
"785";0,00502842943149467
"786";0,00501159340491401
"787";0,00500444591900925
"788";0,00499367912638495
"789";0,00496781646140147
"790";0,0049561649132691
"791";0,00494712704782975
"792";0,00494154718845471
"793";0,0049270485718998
"794";0,00491021579616509
"795";0,00489827881420745
"796";0,00489173561165167
"797";0,00487656912029467
"798";0,0048598778918995
"799";0,00483800974298264
"800";0,00482220207243686
"801";0,0048087606900484
"802";0,00480239229344583
"803";0,00478851678336207
"804";0,00477371715713579
"805";0,00476339443177128
"806";0,00475684984483379
"807";0,00474303900075195
"808";0,00473034483591401
"809";0,00472261338240856
"810";0,00471853342835512
"811";0,00469738525162208
"812";0,00468514840172689
"813";0,00466433661766319
"814";0,00465656553802286
"815";0,00465132301020218
"816";0,00463839911072389
"817";0,0046174964632645
"818";0,00459677738604328
"819";0,00458800060485473
"820";0,0045841447638557
"821";0,0045700577293763
"822";0,00456408569615027
"823";0,00455766206669294
"824";0,00454272568761628
"825";0,00453474175965432
"826";0,00452250546659267
"827";0,00451291020096333
"828";0,0045071850266972
"829";0,00448436448021414
"830";0,00448018450332346
"831";0,00446511285341624
"832";0,00444980013698355
"833";0,0044396848940601
"834";0,00442480170635102
"835";0,00441843808284576
"836";0,00440080210516714
"837";0,00439857815123507
"838";0,00439089658984642
"839";0,00437408677795875
"840";0,00435683041631598
"841";0,00435556178990576
"842";0,00434924179935453
"843";0,00434294141603071
"844";0,00432328068885662
"845";0,00430172908165377
"846";0,0042984855304181
"847";0,0042914731826825
"848";0,00428090347334962
"849";0,00427692008442558
"850";0,00425736261401759
"851";0,0042275272678755
"852";0,00422581467826685
"853";0,00421689662144938
"854";0,00420463473419916
"855";0,00419857500617553
"856";0,00419035233524444
"857";0,00417620557764757
"858";0,00416747846808067
"859";0,00416501531180372
"860";0,00414676249440354
"861";0,00413300332453636
"862";0,00413062662932577
"863";0,00412426221244086
"864";0,0041018127278911
"865";0,00409723067353237
"866";0,00408651790304483
"867";0,00406926689267394
"868";0,0040552515171118
"869";0,00404830326286137
"870";0,00404029638209178
"871";0,00403289992799207
"872";0,00402561432372025
"873";0,0040152019306366
"874";0,00400522313732584
"875";0,00400057488837315
"876";0,0039938201961196
"877";0,00398380907531036
"878";0,0039670530194572
"879";0,00395617084046563
"880";0,00394956771869723
"881";0,00393717549793529
"882";0,00392482141495493
"883";0,00391556821134007
"884";0,00389841695681971
"885";0,00388722213810307
"886";0,00388150139367995
"887";0,00387829767958694
"888";0,00386786858849733
"889";0,00386506107393796
"890";0,00386241500044291
"891";0,00384114658289639
"892";0,00382659748318816
"893";0,00380931611187503
"894";0,00380040051047007
"895";0,0037936707036582
"896";0,00378599652555423
"897";0,00377854812558479
"898";0,00377557085183175
"899";0,00376895033129287
"900";0,00375882550039721
"901";0,00374417164873884
"902";0,00373969346482185
"903";0,00373680126818218
"904";0,00372744853483251
"905";0,00371331732378397
"906";0,00369501256167248
"907";0,00368180374032599
"908";0,00367326768783917
"909";0,00366050392538109
"910";0,00365101066654113
"911";0,00364154744492227
"912";0,00363542707541893
"913";0,00362236660506976
"914";0,00361852424494197
"915";0,00361064175594356
"916";0,00359456015313829
"917";0,00358114822214802
"918";0,00357499768153634
"919";0,00356553086038548
"920";0,00356448104571995
"921";0,0035608250074557
"922";0,00354125388715949
"923";0,00353543355267257
"924";0,00352860933058808
"925";0,00351791195371544
"926";0,00351058596668209
"927";0,00349854353137134
"928";0,00349421776944513
"929";0,00348710562443987
"930";0,00348172703886221
"931";0,00346907350466613
"932";0,00346776492211661
"933";0,00346162695215218
"934";0,00345039568369405
"935";0,00344508648557217
"936";0,00343859762393558
"937";0,00343268066813359
"938";0,00341889405915077
"939";0,00341226728288288
"940";0,00339697625323415
"941";0,00339171981130423
"942";0,00338780013322566
"943";0,00338156003270198
"944";0,00336698418070065
"945";0,00335996679435149
"946";0,00334907415798199
"947";0,00334037163396326
"948";0,00333528700038195
"949";0,00332988764365106
"950";0,00332706074574259
"951";0,00331310011465217
"952";0,00331141425260153
"953";0,00330144577529909
"954";0,00328622839507742
"955";0,0032843928120029
"956";0,00327138353319203
"957";0,00326477229687006
"958";0,00325865114921717
"959";0,00324696499790027
"960";0,00324068374413536
"961";0,00323726291534983
"962";0,00322745774080034
"963";0,00322025783340762
"964";0,00321677519152136
"965";0,00320212120946051
"966";0,00320044683263344
"967";0,00319291327804503
"968";0,00318666229979435
"969";0,00317703714412787
"970";0,00316459609127427
"971";0,00315769444454369
"972";0,00314676692899419
"973";0,00313459772724366
"974";0,00313116439494655
"975";0,00312394520453036
"976";0,00311306100040755
"977";0,003110383268675
"978";0,00309800195336873
"979";0,0030897186784025
"980";0,00307820468369041
"981";0,00307715399329541
"982";0,00307205497886143
"983";0,00306652589368717
"984";0,00305480673355095
"985";0,00304755196205423
"986";0,00304353532971212
"987";0,00303727497103407
"988";0,00302684846191184
"989";0,00302211140361594
"990";0,00300854402984098
"991";0,00300405776395305
"992";0,00298912659055985
"993";0,0029869759731495
"994";0,00298101436433167
"995";0,0029679036799228
"996";0,00296276392884764
"997";0,00296107027245898
"998";0,0029558239122296
"999";0,00294602181186908
"1000";0,00294358629826908
"1001";0,00293491089508826
"1002";0,00292806470159547
"1003";0,00292350389020198
"1004";0,00291953892188378
"1005";0,00290671536084599
"1006";0,00289747021546249
"1007";0,00289625185824361
"1008";0,00289302130751022
"1009";0,00287272833837251
"1010";0,00286946460446388
"1011";0,00286377122674026
"1012";0,00285742195115548
"1013";0,00285061831222808
"1014";0,00284215817015458
"1015";0,00283750844809852
"1016";0,00283475830268424
"1017";0,00282563265933368
"1018";0,00282107155062535
"1019";0,00281479819143156
"1020";0,00280310276234218
"1021";0,00279203272097055
"1022";0,00278531614337742
"1023";0,00277820635652802
"1024";0,00277094945433881
"1025";0,00276203697877276
"1026";0,00276110739289412
"1027";0,00275160010850861
"1028";0,00274025807686883
"1029";0,00273610581577017
"1030";0,00273382755143559
"1031";0,00272725128206894
"1032";0,00272271901784592
"1033";0,00271325571676684
"1034";0,0027018002367702
"1035";0,00269793270925392
"1036";0,00269176046174818
"1037";0,002678499980865
"1038";0,00267608689020339
"1039";0,00267196456067321
"1040";0,00266824665780618
"1041";0,00265647920779453
"1042";0,00265285742105719
"1043";0,00264658444776713
"1044";0,00264161981621933
"1045";0,00263608671206783
"1046";0,00263134557249068
"1047";0,00262841546621233
"1048";0,00261713585812807
"1049";0,00260407409824561
"1050";0,00260242590041333
"1051";0,00259452973224599
"1052";0,00258900622627487
"1053";0,00258566510089001
"1054";0,00257573921793299
"1055";0,00257156103834629
"1056";0,00256896629192916
"1057";0,0025668169319918
"1058";0,00255450221259064
"1059";0,00254584734573368
"1060";0,00253789961074668
"1061";0,00253559057742512
"1062";0,002527624096187
"1063";0,00252239128971491
"1064";0,0025195759549719
"1065";0,00251485893280928
"1066";0,0025103527966074
"1067";0,00250890852489378
"1068";0,00249718149336648
"1069";0,00248602312317987
"1070";0,00248301770486614
"1071";0,00248050153836899
"1072";0,00247205917771314
"1073";0,00246195772823266
"1074";0,0024592510964712
"1075";0,00245294472520942
"1076";0,00245030999784277
"1077";0,00244519923096406
"1078";0,00243651075913394
"1079";0,00243281988787178
"1080";0,00242690133417423
"1081";0,00241929297429456
"1082";0,00241532357067052
"1083";0,00240547912749259
"1084";0,00239865669882634
"1085";0,00238846246792744
"1086";0,00238206786270826
"1087";0,00237936712060971
"1088";0,00237641378212473
"1089";0,00237482578402065
"1090";0,00237192263203423
"1091";0,002365896161303
"1092";0,00236198754209894
"1093";0,00235987652404823
"1094";0,00235011821824002
"1095";0,00234430036341684
"1096";0,00234048030213498
"1097";0,00232726209990469
"1098";0,00232377239634028
"1099";0,00231670331813413
"1100";0,00230967820361934
"1101";0,00230512269808735
"1102";0,00230196265003968
"1103";0,00229354067926337
"1104";0,0022870238381656
"1105";0,00228232846721923
"1106";0,00227973779001312
"1107";0,00227387119459271
"1108";0,00227196513823079
"1109";0,00226507432777121
"1110";0,00225854831893979
"1111";0,0022535163003836
"1112";0,00224892618045569
"1113";0,00224658041061718
"1114";0,00223894567662573
"1115";0,00223259498200394
"1116";0,00222201461686598
"1117";0,00222064753704723
"1118";0,00221548308156013
"1119";0,00221276458459908
"1120";0,00221064426323074
"1121";0,00220516843743152
"1122";0,0021989840806043
"1123";0,00219519207805274
"1124";0,00219173483305505
"1125";0,00218724603078931
"1126";0,00218257260883821
"1127";0,0021781843027497
"1128";0,00217563613696045
"1129";0,0021646560702677
"1130";0,00216239474733768
"1131";0,00215875509385207
"1132";0,00215601771275988
"1133";0,00214979223347362
"1134";0,00214626229965215
"1135";0,00214131163494051
"1136";0,0021382183468548
"1137";0,00212812730229403
"1138";0,0021243985759361
"1139";0,00212049503517209
"1140";0,00211362951980633
"1141";0,00210690413512205
"1142";0,0021028606156353
"1143";0,00210021145716652
"1144";0,00209367657321969
"1145";0,00208922370228959
"1146";0,00208622104878404
"1147";0,00207996318129309
"1148";0,00207343586879724
"1149";0,00207031598590571
"1150";0,00206229383360909
"1151";0,00205942192880508
"1152";0,00205407658161054
"1153";0,00205214665512815
"1154";0,00204233527155058
"1155";0,00203641445336515
"1156";0,0020351771382015
"1157";0,00202988030165095
"1158";0,00202847463664863
"1159";0,00202010502505313
"1160";0,00201682530162177
"1161";0,00200711576794742
"1162";0,0020042088190508
"1163";0,00200065706346658
"1164";0,00199752432369991
"1165";0,00199349474774784
"1166";0,00198901117132537
"1167";0,00198447326648453
