"";"Group_#";"Member#";"DPI";"Centered";"Smoothing";"Gaussian_Sigma";"Data_Loading_Time [s]";"PCA";"Normalized";"split";"k";"accuracy";"k_time [s]"
"1";"4";"all";"300";"FALSE";"none";"0";"206.199";"FALSE";"FALSE";"0.8  (Person dependent)";"10";"76.8333333333333";"3353.608"
